dialog_key,context,response
LCCC-048612,你把脸糊成这样看不到啊,好像还是你跟我去做的
LCCC-043062,"本来就是整的，做了牙齿和正额N多，我一个韩国朋友医生告诉我的。
长得丑就算，人品不好。太作！装可怜",还有，感觉她把下巴装回去了，哈哈
LCCC-103425,"你走
不走",叫你走你不走
LCCC-073314,"我想吃花花！给不给！
来请你吃～",哈哈哈哈哈哈哈有这句话就开心了等你来山东！！！花花
LCCC-002712,"必须拿到护照，看来又是去买化妆品的，济州岛免签，纯旅游的话比韩国本土强
哈哈哈护肤品还好主要想去吃你办理护照需要多长时间",一周左右，10天以内
LCCC-057023,"详情请加威信我：511046707,希望大家都能找到自己满意的宝贝
你好执着啊！","详情请加威信我：511046707,希望大家都能找到自己满意的宝贝"
KDCONV-001362,"你好，你知道袁崇焕祠墓这个景点吗？
袁崇焕（1584年6月6日-1630年9月22日），字元素，号自如，广西梧州府藤县白马圩人，祖籍广东东莞。明朝杰出的军事家，政治家和文学家。
嗯，我还是很喜欢这个人的，我想去看看这个地方，你知道它的具体位置吗？
嗯呢，它的地址是北京市东城区东花市斜街52号（广渠门中学对面），开放时间你清楚的吧？
这个我之前就了解过的了，它的开放时间是9:00-16:00（周一闭馆），就是没有找到票价。",哦，成人票2元，老人、学生凭有效证件享受半价1元，游玩时间是有限制的呢。
ECM-034781,你回来了？,是的，下午四点半到福州。
LCCC-031690,乖你高兴就好,我喜欢低调的要不你骂我也行
LCCC-001902,开心吧,以前都只是在电视上看过他
ECM-106742,这把你乐的,乐乐更健康~~
LCCC-033220,"谈恋爱了
哈哈，木有啦……是一句歌词……伤心的人别听慢歌",吼吼
LCCC-030773,"抱抱你，看看明天捡漏吧
捡漏的题和今天一样的吗？",如果不定时放票题就是一样的，定时就会加题
LCCC-010224,"那姑娘特别可爱特别聪明，但是她喜欢男的我也只能忍下了，应该都结婚了
你也就好好喜欢男的好了
木事儿，他知道，大老爷们儿才不介意他说多多益善
男生好像都是这样的想法
是吧",是的，我确定。
LCCC-025021,"你要出国？
可能
去哪里哩？去多久？",不知道还没有确定哎……看情况吧没钱啊只是想去再看吧
LCCC-054390,"哈哈～我去赶春运
你又要去？我可以去不
可以啊，来我们一起
我去当电灯泡吗？",来嘛～
LCCC-089202,"下次我也骑张车，你带我看看风景噶。
嗯，骑吐你",边吐边骑多惬意呢。
LCCC-011421,"我爸应该属于二多一点点
你以后呢
文艺浪漫
然而你是3你是6",哈哈哈谢谢宝贝
LCCC-008211,"谢谢，新婚愉快哦
还没结了，哈哈订婚。哎妇女了阿我",恭喜恭喜~~~
LCCC-089661,"走妹子不干了～姐姐带你走
卖炸洋芋",可以
LCCC-005164,"看电影了去我1
干嘛不上Q啊",要出门了
LCCC-034556,"钥匙环啦啦啦~~
咱的，可喜欢呢",是呢~这次又有新的!!!超可爱><
ECM-108967,带得动，但有些人要漫长的过程才带得动,是明师+本人的强烈愿望。
LCCC-090103,志愿者,我奉献我开心
ECM-043181,没良心的家伙,为啥你老说我没良心呢！
LCCC-104489,"你见过有人用一张锡纸？那可能不是冰
你见过的都是用工具的？那可能他才玩没几年
哈哈哈哈哈哈不不不，你才是主角，我只是跑龙套的",那你总得找个化妆师给我化化妆啊！
ECM-035251,这个我非常喜欢,夏天未尽，同学要注意中暑噢，多吃粘豆包吧。哈哈哈
LCCC-069065,"小黑皮
没人会注意你啦",祝你和加威百年好合，早生贵子
KDCONV-000554,"去过啊，挺不错的。
这个景点可以玩多长时间呢？
可以玩0.3小时-0.5小时。
这个景点的地址在哪呢？
地址在北京市西城区东经路21号。这个景点什么时候开放呢？
9:00-16:00（每周一、元旦、除夕、正月初一全天闭馆）;零散观众免费讲解时间:9:30-10:30;13:30-14:30。
周边有啥景点吗？
周边的景点有天坛。
天坛适合玩多长时间呢？
适合玩2小时-3小时，这个景点的地址在哪呢？",地址在北京市东城区天坛路甲1号。
LCCC-077802,"你好，你买的多大号啊，身高体重方便说嘛？
s（160/48）",好的，多谢
LCCC-084277,"请帮我订一套黑色的
只剩饕餮绿了",逮住你。
LCCC-086238,"买多d手信啊！！
尽量啦~
当你应承佐'几时翻啊？
22号走，23号翻~
哦。好快啧'我等你",切~
ECM-083613,谁把他宰了,被专家找到了，专家果然是专家表样
ECM-066464,这句话很押韵，不错不错，哈哈哈，我马上改头像,哈哈哈谢谢配合
KDCONV-002223,"植物园门票平时5元，桃花节门票10元，卧佛寺5元，展览温室50元，你有他们的电话吗？
有，电话是010-82598771，你知道这个景点的附近还有什么好玩的吗？
有香山公园，苏州街……
苏州街都有什么好玩的啊？
他是后湖两岸仿江南水镇而建的买卖街，乾隆时仿江南水乡而建，是专供清代帝后逛市游览的的一条水街。
啊，那这里都是什么时间让去玩啊？
旺季6:30-18:00;淡季7:00-17:00，门票知道吗？
知道，是包含在颐和园景区门票内的。
嗯，他附近的颐和园也不错的。
你说的我去过，还有圆明园也很好。",是的。有时间我在去看看，谢谢你。
LCCC-091880,"你艾特的是什么人
你猜猜
你自己看吧",我看看
LCCC-007406,"获得时尚男女向往的体重秤！
应该是向往的体脂秤吧",都可以称
LCCC-054207,"啊啊啊，你怎么这么在乎我！连日子都记得我不爱你啦！你别暗恋我
镇定镇定，我记得的是我们的报到时间而已
我自作多情了是吧
这不明摆着嘛
你就不能假装一下嘛！
我这人诚实嘛，不会说谎",其实偶尔也可以说些善意的谎言的。
ECM-032917,别看了，胖头思…,看到一半，看到老张同学以前的造型比较腔调
ECM-077374,泰国女人好温柔~按摩很舒服呵呵,那个女人很可能是男人变的
LCCC-078605,"我一直要抱的
你跟我睡都没抱",抱了被子角
ECM-079362,呵呵~希望,系扩建拆旁边的屋或商铺.五该你体清或做好资料先写.五好乱造遥
LCCC-023407,"看了几页了。？我是一背就睡着。。
我买了一个学期了…一页还没看完………
我们简直了。。。。",每次买完书之后就发誓好好学习..然后...就没有然后了......
LCCC-060121,帅哥,赶紧表白啊
LCCC-060245,"可以打印会员卡，免费喝咖啡。
想去！
来哇！！别宅在家了！",等你租到房子厕所借我睡！
ECM-060393,我不是妖精怎么连为师都不认识了你这个猴头儿,啥玩啊你不是跟白骨精私奔了吗
LCCC-074701,"多个下巴
送你一个
不用你留着
就爱给你",你在的士里打招呼的样子好像一个猪头挂在窗户上了
LCCC-009735,吃完了，，我上次本来想给你的，但是不知道你回东莞了没有,我刚回没几天，只能再找机会了
ECM-064868,好久不上班都体会不到这种愤怒的赶脚了,好好养着哈~~我很久没气愤了！大中秋的没饶了我
KDCONV-000908,"是的，它又被译成《艾蜜莉的异想世界》，还是部获奖作品呢，第74届奥斯卡最佳艺术指导提名。
对，还有第74届奥斯卡最佳原创剧本提名、第74届奥斯卡最佳摄影提名。
知道这部电影是哪里制片的吗？
是法国和德国共同制片的。你猜它的对白语言有哪些？
不会是法语和德语吧？
不是，是俄语和法语，哈哈。
那拍摄地点在哪里啊？
是在法国拍摄的，爱情题材的电影，这法国最适合了，你知道它的导演是谁吗？
知道，是让-皮埃尔·热内，他选角的眼光很独到的。
说的太对了，友兰达·梦露、多米尼克·皮诺演的太好了。",多米尼克·皮诺是哪年出生的啊？
ECM-090136,在嬉戏谷里。我是来陪我们家琪琪,生日快乐哈，奖杯当生日礼物了
LCCC-063441,你还说要关闭朋友圈的呢,滚我不是关了半个月啊
LCCC-100649,"666你乖些你回来了？
对啊，你准备去哪儿哦",还没想好可能云南
ECM-089053,挑嗱声，你锡住自己先讲野，仲有国庆请我去玩吖你,额，叫个身无分文的人请啊。我现在归家都没水脚啊。
LCCC-075715,"我的妈妈呀
你那边多这些
我眼里只有螃蟹
我就盯着大虾",大虾在哪
LCCC-092990,"祝福
同喜？",一起胖
LCCC-048134,可爱,真的么
LCCC-024514,"来送关心送温暖快点！！
接好了",再来俩
ECM-096046,颜色好看好看……,哎呀开心！
LCCC-087700,"我的x也被酸了花我的钱我容易吗
好多人说我的小耳朵廉价
你这个小耳朵可是要一块钱啊",不要钱
LCCC-050316,"为什么要给我推送这条消息
你是啥时候？",月底
LCCC-072944,癞子是怎么玩,癞子可以让任何一张牌
LCCC-067155,"下午出门，两辆运竹子的卡车经过，一阵清香缓缓飘来
借一棵，做竹筒饭",好主意
ECM-080053,"就系我啦,哈",笑死我了!!!
LCCC-102074,不公平凭什么他们可以连续两天过节,你可以挑一个报复他，让他过不了昨天的节
LCCC-018419,大嘴蛙,什么鬼
LCCC-067385,"一看好友列表。除一个其他全都是熟人呀～
除了这个谦谦谦谦少吗",这个细节都被你发现…简直了
LCCC-001658,"被偏爱的有恃无恐
也庆幸她是真的爱过",做以后乐观的人
LCCC-010313,臭美2哥…生日快乐…在哪里混？,都过几天了，哼
ECM-041127,够了啊，有你这样,哈哈必须的
ECM-091022,子洋都有俾我睇,超好食呀！
LCCC-001912,千万别铁通，不过大院好像不让装其他的。。。你要杯具。,为什么不让呀
LCCC-096570,"那男孩挺有爱心的，那天看见他也是在我们教室门口喂它吃东西。。
那是，我们班的人都有爱心",你也有爱心啊？我咋不知道
ECM-028393,以诗作形容玉镯，首次见，很贴切~,呵呵，谢谢本家！
KDCONV-001023,"你听过《哼一首歌等日落》吗？
听过，这是蓸方的专辑。它是哪年发行的呀？
发行时间是2009年11月11日知道在面有多少个曲目吗？
有11个，这个专辑的曲风怎么样？",是我喜欢的民谣风。你知道它的制作人是谁吗？
LCCC-003680,"两个人为什么会吵架呢？？？
不知道
我一直觉得俩人都得真正的做到理解和信任，这是在一起的基础。
难免会吵架
又不同意见的时候两人最需要的是好好商量，理解和信任始终是第一位的",夫妻都会吵架所以这些都是难免的要看对方处理方式如果互不相让那就彼此伤害
LCCC-011397,每当委屈的时候在意的人一句：你来找我吧都让我特别安慰他不会问我为什么满满的信任这等虐狗我给九分还有一分怕你们不秀了,说一句，你在哪？等着我。不是更美好
KDCONV-001559,"你好，听过《parachutes》吗？
听过，中文名称是《降落伞》。
这张专辑是国语版吗？
不太清楚，只听过英语版。你知道这首歌在哪里发行的吗？
在英国发行的，这首歌的演唱者是谁呢？
是Coldplay。
这个乐队中文名是酷玩乐队，这个乐队是哪个国家的呢？",英国，你知道他们有哪些作品吗？
LCCC-092669,"靓女！！！
多谢",拍摄风格不同鸟！
KDCONV-001263,"你好，你知道梅兰芳大剧院这个景点吗？
有一些了解，他是一座拥有高技术含量的演出场所，可容纳上千名票友观赏传统剧目的精彩唱段。",现在对外开放吗？
LCCC-100099,我来了,感觉自己特傻
LCCC-065828,P7是猪吗,哈哈哈哈是的
LCCC-010879,你放点个人的照片嘛,你不晓得我现在好胖不在是以前我们一起耍的番茄了我现在是胖番茄没得勇气拍照
LCCC-106837,"妞，保重身体呀
没事的哈
希望是
已经好啦",以后注意点
LCCC-080286,身体好了比啥都强,二哥，我想回去了
ECM-009332,努力赚钱，早日移民。,我也这么想，英雄所见略同。
LCCC-012971,"我喜欢他带眼镜！有种特别的气质！
斯文败类哈哈哈哈",嫉妒的化身里面那个样子让人特别想推倒
KDCONV-002929,"还行，他有个外文名称叫JessieNelson。然后，他还有个别名听过没?
是叫杰西·纳尔逊。但是除了导演，我不知道他还有别的职业么？
他还当过制片人和编剧，也当过演员。
这么厉害，那他的代表作是什么？
《蜜月危险期》。
这部片子哪年放映的？
1993年放映。你猜是黑白还是彩色？
是彩色电影。这个有人提到过。这部电影时长多少？
93分钟。知道用啥语言的对白不？
英语呗。话说这部电影主要情节是啥？",情节也说不清楚，但大概是爱情、喜剧、、惊悚类型的。你猜导演是谁？
ECM-001462,瓦特？,瞎了我的大脸这实用古代汉语原来是传院编辑出版专业的。
LCCC-002797,你这么早起来啦,==有很早么····
KDCONV-002370,你好，你去过蜂巢剧场吗？,去过啊，他家的门票价格还不定呢，各演出票价不一，具体请提前查询官网或电话咨询。你呢去过没？
LCCC-027875,我就饿了,喊你麻麻煮宵夜
LCCC-088955,"呵呵呵。。。裤子不是很配哦！！
那要配什么裤子
感觉配裙子好些哦！
这个东西怎么能配裙子
我感觉是那样了。。呵呵、、、",配短裤怎么样呢
LCCC-070072,"我要一个蛋
已经变成鸟飞走了",真快…
LCCC-064390,"回来了？周末过来吃饺子
还不是我和面我擀皮儿我包？",毛只负责吃啊
ECM-046160,肉表，是叫个只名字,弄小层光把啥宁骗啊？
LCCC-018601,"吃太少是睡不着好吗
睡不着跟吃的多少没啥关系吧
吃少了会饿，饿了会睡不着",吃太多会撑，撑了也睡不着额
LCCC-050402,"加油
一起在夏天来之前拥有好身材
我还有好长的路走
给自己定个目标实现就好～
嗯嗯
亲爱的你真的瘦了好多了！
哈哈，听到这个好开心",应得哒
LCCC-003360,俺家天天白天停电我能说什么准备下午去投奔沙沙去了,晒得我都光想出不来气儿了~
ECM-023096,人之常情，别总带着忧伤了。,呜呜，想你
LCCC-033487,"人地话西塘几年都不下一次雪哒
我去左两次都无去西塘，哈哈，我要去第三次
来吧来吧'虽然交通有点不便
嗯嗯，我都知道，哈哈，有机会一定再去",亲，因住冻亲
ECM-104680,一个人孤独到死,孤独吗？是失望而已。
LCCC-003631,驱魔少年吗！,对！
ECM-103351,倒计时无要开始无聊了,"养好了来白相,开心点晓得伐~~"
LCCC-030886,喵饭了吗？,气质:
KDCONV-002627,"是2000.04.12发行的，这个专辑晨有几首歌呢？
有11首，知道它的制作人是谁吗？
是知名制作人林暐哲。
是的，他还创办了林暐哲音乐社呢。
是哪年创办的呢？
这不清楚，不过公司旗下的艺人挺出名的，像金曲奖最佳乐团奖得主——苏打绿。
是的，还有陈绮贞、杨乃文，莫文蔚也是签约艺人。
莫文蔚给公司赚了不少钱的吧，她得那么多奖，身价提高了不少吧。
应该是吧，她曾得过CCTV-MTV音乐盛典最佳女歌手，两届台湾金曲奖最佳国语女歌手。
还有MTV亚洲大奖启发精神奖……。",对了，她嫁的老公叫什么名字啊？
ECM-072353,土鸡啊？你这生活也忒滋润了，看得我饥肠辘辘,恩，大盘土鸡，味道确实还行
LCCC-044524,你没有文明一点的表情吗？,对你还需要文明吗？我们都这么熟。
LCCC-055140,"要你管别蹲了，快起来
长了一粒什么的？
你快给我出来",掉进去了？
LCCC-019014,"胃口真好
应该吃不完
夏天没什么胃口",是呀，不过还得吃
LCCC-060437,"文工团的，昨天一起出去，他说今天要吹比赛，就呆了几分钟走了
不知道，裁判都好矮。。。
是你离的远，看的人小吧",我还不晓得选参照物啊
LCCC-024929,"就是么，西红柿排骨汤么。就是听你说好喝，结果出来没人喝不过我做的手撕包菜还是大受欢迎
排骨先焯水。然后拍点姜进去。丢入西红柿。大火炖开。小火慢慢煨啊。
亲舍友啊，我就是这样小火慢炖一小时的，姜也放多了还捞了一回
手艺不好。。。
还要练练",就是啊。。我初二的时候手机遭偷了
LCCC-022762,"孟雨辰也在诶
嗯嗯，不过我只是路过一下，在车上经过定了下位",那你去哪玩了呀
LCCC-100347,嗯，跑地图天天迷路,还有人在玩呢
ECM-075930,其实一个系国内正版与一个国内山寨之间的关系,"英雄懒得问出处,谁是最后的英雄?"
ECM-004821,它亚洲业务还行伐？我不太了解,亚洲业务很好，欧洲业务不行，北美业务割肉离场了，所以撇帐很多
ECM-041768,"可以的!我今天进车36.5度,奇迹了!哈哈",温度都在我这儿，我容易么
ECM-027160,你好恶心啊,抒发一下对你的感激之情嘛
LCCC-055042,感觉林更新不像个明星,在娱乐圈打卡上班，下班后了过自己的生活，普通人的生活。
KDCONV-002928,"好像中国上映不是这个时间？
是中国是在北京时间2017年8月26日零点后开始能观看。
对对，我就是在爱奇艺上看的。
哈哈，我是在优酷上看的。
导演是谁？
是新海诚，也是此片的编剧。
哦哦，他呀，我还真有一点了解，原名叫新津诚。
嗯，他在日本也算小有名气，获得过第26届日本电影评论家大奖导演奖。
还有第40届日本电影学院奖最佳编剧奖吧？
是的，不过他有多大我一直不知道？",这个我知道，他是1973年02月09日出生，今年有四十六了。
LCCC-057923,小狗在江西呢,能寄过来吗
LCCC-052387,"有假期还不好？
好啊就是没事做",赶紧去秀恩爱
LCCC-107363,"汉字真的是很美妙的东西阿~繁体字的爱中间是个心说明爱要用心去爱阿~烦躁的时候泡个澡听首歌读下圣经祈祷下就好啦Ps:我个人烦躁的时候会喝酒但是非常不好的~
神不反对喝酒，只要不醉酒就可以了
我很难醉的~哈哈哈~酒有时候是好东西~你喝的么?
我不喝的，讨厌那味道
红酒的都不么?吸烟呢?ps:我肯定不吸烟的
吸烟不会啦",哦哦~你就是一新好男人阿不喝酒不吸烟
LCCC-071683,明天休年假回家，周日的大旁海我又错失一次机会。,什么情况
LCCC-094219,"你是谁的饭都抢
啥时候请我吃饭
不请你你太能吃",呵呵
LCCC-103157,好看好吃～你换名字我一下没认出来,以后你就认识了
LCCC-107949,这是哪个餐厅？发一下给我,你请我吃就知道了。
ECM-015502,哈哈，好强大的显示器,希望下拉看不到啥，才真的强大
ECM-037511,你不喝没意思、那你和贝贝坐一起、,不的，我害怕她啊我，贝贝说了不让我喝，我实在喝不了啊我
LCCC-034862,"哥哥昨天就说茫茫人海总会相遇你们也会相遇的
啊好想哭，错过两次了",没事的还会来的
ECM-092225,东莞城市学院啊！影视表演,这是个好东西！好好学戏好好习人！
KDCONV-001055,"在吗，你知道上白石萌音这个人吗？
知道，她是一名歌手、演员很有才艺。",听说还是个配音演员，很出色的。好像年纪还不大。
LCCC-085584,"回家啊
你是在哪里读书？",没有读啊
LCCC-092597,回成都联系我带你去吃一家小时候吃的那种串串！好安逸！哈哈哈，,哈哈好滴！以前住在营门口那边，好想念小时候吃的蛋烘糕和串串儿！！
LCCC-010886,简笔画是随时随地都能画好吗一次需要多久啊,一分钟
LCCC-008169,早，成都超级冷。刚刚上完基础会计课，现在高数课，,这两天无锡也很冷
ECM-107172,亮点在身后的弟兄,艳照门！？？
ECM-017566,真的又怎样啊...,真的那也是曾经…过去式了…鱼儿最大的缺点就是喜欢幻想
LCCC-084375,你问问猪蹄，舍不舍得给我取,我能左拥右抱吗
LCCC-021461,"嘿嘿，好久不见啊。
你天天过的多滋润哟",滋润个啥，一般话。没你嗨呐。
LCCC-091272,"有你就是晴天。
哈哈，文艺女青年",范儿吧、哈哈
LCCC-055949,"谁控制过去，谁就控制未来；谁控制现在，谁就控制过去。
我去，你记得好清楚",这一句印象太深了哈。
ECM-091611,识鬼弹咩距,距话小学学过.识弹几个音噶
ECM-062782,叫我一个,什么意思啊？你要来看是吧？你什么时候要过来打电话我就可以了
LCCC-010253,"你保重啊。
我保重什么
别老成我这样",一直比你丰满，年轻
LCCC-086113,二慧美美哒,不美也要求夸奖
LCCC-054609,椰子汤居然害能直接把椰子也外卖666,会不会是别人吃完的椰子，把汤装进去……
ECM-094502,我家的猫老是躺在路由器上。。。,怎么可怜了？
LCCC-067674,"眉毛最迷人～
画的！没看出来吧！叶！！！！叶！！！",你的智商真捉急…我能不知道你没有眉毛吗！！！！！
KDCONV-000153,"你好，你去过仁和公园吗？
去看过，他是以“园林街区，绿色生活”为理念，运用内“静”外“动”的空间设计手法，着力突出公园生态、文化、多彩、功能四大特色的。
这里是怎么收费的啊？
他是免费开放的，你知道开放时间是几点吗？
是8:30-22:00，这里需要游玩几个小时啊？
需要1小时-2小时，你要他家的电话吗？",可以啊，发给我吧。
LCCC-032345,"咸鱼召你还是惹你了
好吃，香。",你多沉了
LCCC-091084,你是哪的啊,资料不是有吗
LCCC-045778,"华山
华山几月去最好
现在就可以去~
我想吃面
关我屁事!
电压纹波大怎么办
那怎么办
有什么解决方法
额我也有
快说",说啥子嘛!
LCCC-052158,"你也去过韩国了吗
我没告诉你我上个月去了嘛
下次请带上我
你也要换皮嘛
画皮",你说来看我都没来，真想友尽
LCCC-035691,"相约四月不见不散
怎么样月底前也会上的！有点信心",哈哈哈哈哈我是想说不着急反正也等着你的！我觉得我肯定能在学校拍照前收到嘻嘻我现在完全不着急了哈哈哈哈哈哈
LCCC-043551,"回头，让跳跳和他玩
好啊他叫屁墩儿生他买他的时候我在练屁墩跳所以。。。",你生的？
LCCC-012507,"考霸
考是一回事，考得上考不上又是一回事",你这么努力一定没问题。
LCCC-030011,"遇到知己的感觉真的是很开心呢
是啊喜好是如此的相似真的太棒了
而且还是相对小众的话更开心了哈哈哈！",没错没错！完全正确！高兴得睡不着！
ECM-078575,一直在练蛋白粉也买好了不过好像还没什么进步正在努力非一日之寒,期待喔
LCCC-055957,"考完两批就到我了～大概8月中旬
。。。好慢的感觉，我感觉我这排的已经够慢了
很后悔来这个驾校了~~~
我来晒考完的
我很享受沐浴在阳光下的日子",那要不要晒多一个月
LCCC-077361,"还没睡呢
还没有的啊",这个点谁都没有
LCCC-069702,我去，哪都有你，哪都那么粗俗,我怎么会认识你这种人？
LCCC-043868,我洗澡也不是开着窗户的好不好，关键是我们这里温度太低！,是啊，开着窗户虽然外面是看不到里面，可是风大，会冻死
LCCC-046228,"那是要我那么爱吃的宝宝管住嘴，迈开腿，可不辛苦了吗
哼！你在说什么！
我在说实话，哼！",哦，哼
KDCONV-002501,"这个景点的地址在哪呢？
地址在北京市延庆区大榆树镇西杏园村（近海川路）。有门票费吗？
没有门票费。
附近有啥景点吗？
附近的景点有妫河森林公园。
妫河森林公园可以玩多长时间呢？
可以玩2小时-3小时。
这个景点的地址在哪呢？
地址在北京市延庆区滨河南路。有门票费吗？
没有，免费的。",这个景点什么时候开放呢？
LCCC-047020,哈哈，你买点周黑鸭吃吧~,吃了
LCCC-048704,星期二期末考试感觉我们是最晚考的了,都差不多的时间
LCCC-052733,"哈哈哈。好吃吗？我也买了年糕，我还是韩国正宗辣酱哦
这个也是，味道很不错哦
明天白天炒，不想长肥了够肥了最近",多久吃啊
LCCC-094694,"劳资爱你哟
我今天不是很喜欢你了
没事，明天喜欢就好",给我带玩具勉强喜欢你一天
ECM-081156,你的寂寞,好吧…姐夫的眼睛好犀利…
LCCC-063221,现在雷佳川还来巴都我不想说得了,都弄久了是了。想不通那在想了啥子。只能说你有魅力
LCCC-059543,"9.15成都婚礼？！！定了？！！给我留点存份子钱的时间啊
我都给你说多少遍了去年就定了
你没有给我说具体的时间！！！",不可能
LCCC-030153,"我现在头发跟你一样长了
不还是你长我当天就剪了",好样的
KDCONV-001148,"战争之王这个片子你看过吗？
你说的是尼古拉斯·凯奇演的吗？
是的，又叫军火之王。
恩恩，关于贩卖武器的电影，场面很火爆。",我记得当时还在上大学，好像是05年左右的吧？
KDCONV-002116,"你看过《荒野生存》电影吗？
看过啊，2007年9月21日上映的。
由派拉蒙优势出品的电影。",这部电影的制作成本是15000000美元。
LCCC-062963,"哼哼，态度可差！
叫妈妈教训他~~",对！跪搓衣板哼哼
LCCC-053322,刚刚室友都不在，我闭着眼睛就听到她们回来了，开门进来以后还怕吵着我，很小声的说话，接着就全是小声说话声音，极诡异，我知道是梦，眼睛勉强睁开，接着又梦魇过去了,可能是你太累了，我以前也有过，感觉很真实但其实就是一个梦，别想太多了，没事多出去走走放松放松。
KDCONV-001104,"听过啊，里面有几首经典歌曲。
这张专辑的时长是多长啊？
专辑时长是45分35秒。
这张专辑是哪年发行的呢？
是07年发行的。你知道在哪个地区发行的吗？
在内地和台湾地区发行的。
这张专辑出自哪个唱片公司呢？
唱片公司是滚石国际音乐有限公司。
这张专辑里面有几首歌曲呢？
有11首歌。",这种专辑是什么风格的歌曲呢？
LCCC-091499,让所有美好都停留在回忆中吧，等我改造完再说,你这样说，我更想看，怎么办
LCCC-103765,"为什么不关注尸姐了我不是很理解啊。。。尸姐挺好的啊O,O开始不是玩的很欢乐么
关注了，，，
以前关注貌似能看到的。。。是转悄悄关注还是。。。？
光明正大的关注了，，他关注31个人
谢谢~大概是我眼神==咳。。。问题太大了
不客气〜",等等，是最新关注的没错。。。那他们之前聊的也有点欢乐都没关注么。。。我绝壁是太八卦了！嘛~无所谓了啦~~~
LCCC-087727,"讲笑啧，我又无话你几十岁，我话年年十八岁
不叫一把年纪！
好吧，姐，我错了
我是妹妹
好，你年轻，你是妹妹
是的。没错
现在生怕别人说你老是吧？",我年轻。怕什么
LCCC-014483,"肩太宽
我觉得你说的对√哈哈哈哈哈哈哈哈哈
你竟然找到了我！！",因为心有灵犀啊
LCCC-052265,"小野猫，自己跑来了以后就不走了
估计你喂它好吃的啦~舍不得走了~
第一天看她瘦的可怜买了个鸡腿，后来天天吃面包，爱吃甜食
生活真好，怪不得不走了！我也要吃鸡腿！吃面包！！
什么时候准备带她去洗个澡，怪可怜的……",不要换话题，我的鸡腿面包还有甜点呢！
LCCC-034386,"告诉我为啥根八是羡慕夫夫
听她们说她们父母好像允许了的。而且三年关系依旧黏。羡慕撒
是已经订婚了在准备份子钱了
好吧。我又迟到。份子钱攒起走
我记得他们1.8号那天一堆人出去吃饭了然后双方家长都在是说要谈嫁妆了哈哈哈哈
真的吗。
是啊可以去问根八饭",唉。。不管真假。我喜欢他俩就行。
LCCC-015730,等晚上我上班了发给你，你不能给我倒腾出去呀那是我最珍惜的第一张合影,我也要我也要
ECM-050497,锦鲤应该是长寿鱼啊？,天热，忘记换气了，悲催
ECM-008491,你不喝酒就拼命玩围脖嘛,我看得口水淌，烧心的难过啊
LCCC-016073,"你先回去吧我估计又要晚点了！
不会吧
大雾",我们也有点雾，我现在都已经在飞机上了
LCCC-057184,穿上西装是绅士脱了是战士这才是男人,哈哈，这么厉害
ECM-025020,抓紧了,哈哈…你不错哟！跟上了这个算法
LCCC-016744,"你已经不适合那个发型了
那你觉得我适合啥子？",决定露姐你就霸气了。。
LCCC-017943,可爱的熊熊为什么要捂着脸呢。,人太丑了
LCCC-044672,我好喜欢戴着耳机听你的好脾气。真的好好听好温暖就像是你唱给我的感觉好好,有MP3格式的吗？在哪下载的
LCCC-088488,"你和那个叫乾隆的认识吗
不认识啊，人家多厉害，朕这这么冷清
噗，不就是人气嘛，慢慢搞",慢慢来，你都没关注朕，太桑心
KDCONV-000627,"确实，不过是哪年上映我还真不知道。
我知道，是在2000年10月27日上映。
当时全球上映吗？
不是，是在意大利上映的。
不过这部电影的片长才109分钟，我觉得好短呀。
对于一部爱情片，这个片长算是正常，不过到了美国的美国剪切版92分钟，那才真是短呀。
还有这一说呢，我还走俏知道。
不过整体不影响电影观看就行了，对了，导演你知道是谁吗？
知道，是朱塞佩·托纳多雷，他也是此片的编剧。
他我没什么了解，我只知道主演是圭塞佩·苏尔法罗与莫妮卡·贝鲁奇。",圭塞佩·苏尔法罗我知道，是意大利的一名演员。
ECM-031307,可乐？空瓶都没见到起,我喝得真有这么快？
LCCC-027386,小麻雀啊啊啊好吃啊？,好吃特别特别香
LCCC-006612,你得先回答我，你最喜欢谁,我最喜欢你呦
ECM-000558,呵呵，现在周末吃饭感觉都要提前一周订啊，本周日带父母到虹井路吃素菜,是不是虹井路延安路那个有机素食？
LCCC-007484,"深深啊，我今天生日，又老了一岁，还记得去年生日那天刚好您来成都录节目，然后就去见了您，哈哈哈，这算是给我去年生日最大的惊喜和礼物了吧！今年生日就悲催了，忙了一天，腰酸背痛！现在希望可以得到您的祝福哩～
生日快乐哦",谢谢哈
LCCC-061423,"两岸的局势会往下走，现在包子又要集权，怕是要打啊
是啊。未来很危险。
现在开始自己要备战备荒了",应该如此了。
ECM-108460,打电话去第一现场啦,明天弄，就不知道人家理不理！
ECM-080094,俩小短腿紧捣腾，要不我是真跟不上你们年轻人啊!,你小子卖老！小心我揍你！
LCCC-086018,"我家乡哦！空气超好！
空气的确好！",现在那边热吗？
ECM-100050,你住几号房?我去找!,去看布宫夜景，不要吃太油的东西
LCCC-033653,"我觉得你需要空出时间好好谈一场恋爱了
矮马说的好忧桑
你这种十佳女人，应该配上一个王子",十佳？哎哟，是宅家吧
